高校官网辅证机会ID,来源高校侧辅证刷新公开账本,来源B0B1官方源缺口优先表,来源C4C6高校源刷新执行包,来源C4C6结构化候选diff公开账本,来源C4C6高校官网补源尝试账本,来源高校官网补源种子表,来源湖北官方公开入口活体复查,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行建议序号,机会优先级,机会类型,自动收益分,院校代码,院校名称OCR,官网辅证自动动作,高校侧刷新批次,高校侧刷新任务类型,闭环优先级,官网证据强度,官网来源状态,来源文件类型集合,公开来源文件数量,公开来源URL数量,涉及招生明细数,涉及专业组数,涉及PDF页数,计划数冲突行数,官网补缺候选行数,强辅证抽检行数,部分来源待结构化行数,继续补源行数,仅章程规则行数,官网未匹配行数,字段辅证行数,B0B1缺口优先级,B0B1缺口类型,B0B1逐专业核验任务数,C4C6执行包数量,C4C6执行泳道集合,C4C6执行优先级集合,C4C6需补结构化明细数,C4C6需继续补源明细数,C4C6结构化diff优先级集合,C4C6综合结构化官网证据行数,C4C6专业名匹配明细数,C4C6未匹配明细数,C4C6无结构化官网源明细数,C4C6计划数一致候选数,C4C6官网可补OCR计划数候选数,C4C6计划数冲突候选数,C4C6可生成候选diff明细数,最新自动探针状态,最新自动探针摘要,候选官网URL数量,候选官网URL集合SHA256,种子官网URL数量,种子官网URL集合SHA256,本地公开来源文件集合SHA256,来源质量判断,自动化下一步,人工最小核验动作,保真边界,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源刷新状态,字段事实写回状态,公开安全策略,下一步
SCHOOLOPP-a0e98019e0e71322,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,24,P0-立即处理,O0-冲突优先回页核验,108,H002,浙江工业大学,C6-继续搜索高校官网2026湖北计划源,S4-继续补高校官网计划源,继续搜索高校官网2026湖北计划,07-P2补源,needs_source,needs_official_plan_source_search,待补官网2026湖北计划源,0,0,4,3,1,0,0,0,0,4,0,0,0,,,0,1,X0-C6无官网计划入口需搜索,00-P0补源,0,4,D0-存在计划数冲突需优先核PDF原页,12,3,1,0,2,0,1,3,,,0,,0,,1f177306ad02d6686cb8b18fb6b610e782a09bc27878b3491a9690944794df57,Q0-有结构化源但存在计划数冲突,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。,优先查高校招生网/API/XLSX/PDF/图片计划；无法取得时记录补源失败和搜索证据，最终仍等湖北官方侧。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。
SCHOOLOPP-de0a60bade95412d,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,25,P0-立即处理,O0-冲突优先回页核验,108,H945,南宁学院,C0-冲突先核PDF原页和湖北官方系统,S0-PDF原页与湖北官方优先闭环,计划数冲突回页核验,00-P0冲突立即核,conflict_review,has_reusable_2026_hubei_plan_source,HTML,1,1,3,1,1,3,0,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,13fa381f1f1201b99245ee03f2e9e7a784aa307ee4dac4b0f41553f4bbbfc39d,dd1c6d7f5513d3e75df5dffa179e3a67d215214f9809f7c3bcb55eb982e98ec7,Q6-来源质量待补充,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。,回看第19期PDF原页和湖北官方侧，逐字段判定冲突来源；高校源只作差异提示。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。
SCHOOLOPP-ed2a735840dae396,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,26,P0-立即处理,O0-冲突优先回页核验,74,F902,江苏理工学院,C4-已有部分来源需补结构化或补湖北行,S2-高校官网来源结构化刷新,已有来源补结构化或补湖北物理行,05-P1补结构化,partial_source,has_partial_source_needs_followup,部分来源待结构化,0,1,2,1,1,0,0,0,2,0,0,0,0,,,0,1,X3-C4已有部分来源待结构化,03-P1结构化,2,0,D0-存在计划数冲突需优先核PDF原页,15,2,0,0,0,1,1,2,,,0,,1,945ec322c9f2e61190c95082372cb3f25c6464926d139072c9ece6c7c423c1a0,f43d55e06b4966f75832c90e12ee682ab3a83665517364185bbe418a61bc77ff,Q0-有结构化源但存在计划数冲突,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。,先从高校官网入口补湖北2026物理普通批来源，再回PDF原页和湖北官方侧确认。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。
SCHOOLOPP-c55af4b89c47aae1,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,27,P0-立即处理,O0-冲突优先回页核验,72,K153,成都信息工程大学,C0-冲突先核PDF原页和湖北官方系统,S0-PDF原页与湖北官方优先闭环,计划数冲突回页核验,00-P0冲突立即核,conflict_review,has_reusable_2026_hubei_plan_source,HTML,1,1,2,1,1,2,0,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,c9aef6168133f7deb5c8a911eb763ec8a55ae6599e81da1d130fa831bfca8e8b,7a1d17a34323bb81dc6e7016fe5a411e41cd0c2f197c8f08288902b45d979530,Q6-来源质量待补充,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。,回看第19期PDF原页和湖北官方侧，逐字段判定冲突来源；高校源只作差异提示。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。
SCHOOLOPP-3fe83dcb22b2fb0c,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,28,P0-立即处理,O1-官网补缺候选回页核验,58,K488,西安医学院,C1-官网补缺候选但禁止自动写回,S0-PDF原页与湖北官方优先闭环,官网补缺候选回页核验,01-P0补缺先核,fill_candidate,has_reusable_2026_hubei_plan_source,API/JSON,1,1,2,2,1,0,2,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,2945da9c6713567b1523fa25f39ddcf95ff50475ead8bbb66ea7e9734a440e15,000e5f103dda425ecfae7065623fa4a35c1dc38366d2ac944322a3ead6c6bbde,Q6-来源质量待补充,先回第19期PDF原页补计划数缺口，高校源只作候选读数线索。,用高校源定位缺口字段，再回PDF原页和湖北官方侧确认；确认前不得写回。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页补计划数缺口，高校源只作候选读数线索。
SCHOOLOPP-20c83ff89585ef72,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,29,P0-立即处理,O2-官网专业名未匹配先补规则,57,A135,山东大学,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_reusable_2026_hubei_plan_source,未留存来源文件,0,1,3,1,2,0,0,0,0,0,0,3,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,ec446d1e25e8d11a1ea4068de59ecfbf0cf104218f7dafbb3d6fe63f1461890c,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-2b13b5e028ae09c6,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,30,P0-立即处理,O2-官网专业名未匹配先补规则,57,F902,江苏理工学院,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,部分来源待结构化,0,1,3,1,1,0,0,0,0,0,0,3,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,945ec322c9f2e61190c95082372cb3f25c6464926d139072c9ece6c7c423c1a0,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-c05ae764c8a7e922,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,31,P0-立即处理,O2-官网专业名未匹配先补规则,57,K153,成都信息工程大学,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,部分来源待结构化,0,1,3,1,1,0,0,0,0,0,0,3,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,c9aef6168133f7deb5c8a911eb763ec8a55ae6599e81da1d130fa831bfca8e8b,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-3e25166faa8b1951,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,32,P0-立即处理,O2-官网专业名未匹配先补规则,38,C150,武汉商学院,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_reusable_2026_hubei_plan_source,未留存来源文件,0,0,2,2,2,0,0,0,0,0,0,2,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-6cd8ff8fcee88595,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,33,P0-立即处理,O2-官网专业名未匹配先补规则,38,K753,喀什大学,C7-官网源未匹配专业需人工确认专业名,S1-专业名匹配人工确认,官网专业名未匹配人工确认,02-P1未匹配先核,unmatched,has_partial_source_needs_followup,部分来源待结构化,0,1,2,1,1,0,0,0,0,0,0,2,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,562d34e39aeff1826d0657cf1c58baf959cb985c78eb98b7e6c93a9b73c65c8a,cd372fb85148700fa88095e3492d3f9f5beb43e555e5ff26d95f5a6adc36f8e6,Q6-来源质量待补充,先补专业名匹配规则或人工确认专业名，再判断计划数字段。,人工比对专业名称限定词、专业代码和同页上下文，再回PDF原页和湖北官方侧确认是否同一专业。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先补专业名匹配规则或人工确认专业名，再判断计划数字段。
SCHOOLOPP-2c8d05a9485ae982,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,34,P0-立即处理,O0-冲突优先回页核验,36,A033,中国传媒大学,C0-冲突先核PDF原页和湖北官方系统,S0-PDF原页与湖北官方优先闭环,计划数冲突回页核验,00-P0冲突立即核,conflict_review,has_reusable_2026_hubei_plan_source,API/JSON,1,1,1,1,1,1,0,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,79e5838faa49b52e0fe3035444c1dcdb3a791678605cd63e64273bef4b2af1f4,5e823d0b2b2a800a9adbcc6811063e8770bd9c65e73ac04841d401bf7745214c,Q6-来源质量待补充,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。,回看第19期PDF原页和湖北官方侧，逐字段判定冲突来源；高校源只作差异提示。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。
SCHOOLOPP-7cbed7daf04d9f96,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,35,P0-立即处理,O0-冲突优先回页核验,36,A135,山东大学,C0-冲突先核PDF原页和湖北官方系统,S0-PDF原页与湖北官方优先闭环,计划数冲突回页核验,00-P0冲突立即核,conflict_review,has_reusable_2026_hubei_plan_source,API/JSON,1,1,1,1,1,1,0,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,ec446d1e25e8d11a1ea4068de59ecfbf0cf104218f7dafbb3d6fe63f1461890c,f46f1567b2e752bda9ad42bd39a765f2ec281afc2503b2da28947c5d05ad97c3,Q6-来源质量待补充,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。,回看第19期PDF原页和湖北官方侧，逐字段判定冲突来源；高校源只作差异提示。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。
SCHOOLOPP-eba3cbd72309bad1,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,36,P0-立即处理,O0-冲突优先回页核验,36,H002,浙江工业大学,C0-冲突先核PDF原页和湖北官方系统,S0-PDF原页与湖北官方优先闭环,计划数冲突回页核验,00-P0冲突立即核,conflict_review,has_reusable_2026_hubei_plan_source,结构化CSV,1,0,1,1,1,1,0,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,0,,a74a61b69f9c67aafbabcdab575fe06f31f47f7592f0022ba1a1050b52b9f37e,Q6-来源质量待补充,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。,回看第19期PDF原页和湖北官方侧，逐字段判定冲突来源；高校源只作差异提示。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。
SCHOOLOPP-395721e7388c0691,data/working/issue19-stable-foundation-school-source-refresh-public-ledger.csv,data/working/issue19-b0-b1-official-source-gap-priority.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,data/working/issue19-candidate-v3-b0-b1-official-source-seeds.csv,data/working/issue19-official-public-entry-live-recheck.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_school_source_opportunity_queue,高校×高校侧辅证动作,自动辅证机会,false,false,false,false,false,false,false,false,37,P0-立即处理,O0-冲突优先回页核验,36,H450,山东工商学院,C0-冲突先核PDF原页和湖北官方系统,S0-PDF原页与湖北官方优先闭环,计划数冲突回页核验,00-P0冲突立即核,conflict_review,has_reusable_2026_hubei_plan_source,结构化CSV,1,1,1,1,1,1,0,0,0,0,0,0,0,,,0,0,,,0,0,,0,0,0,0,0,0,0,0,,,0,,1,55cf82bd0d9890ceccd4634f950b25ea6c07f0ceaab55da717f22ebc68f5d4e2,84b2c39c53ef879056ecbf7347a4d77e1bc2f736921eecb17b850fd9192f5e5c,Q6-来源质量待补充,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。,回看第19期PDF原页和湖北官方侧，逐字段判定冲突来源；高校源只作差异提示。,高校官网/API/PDF/XLSX/章程只作double-check、补缺候选、冲突发现和规则核验，不能替代第19期原页、湖北官方系统或省招办计划。,pending_manual_pdf_review,pending_hubei_official_review,pending_school_source_refresh,blocked_until_pdf_hubei_official_review,公开层只保存学校级计数、URL集合SHA、来源SHA和自动化状态；不保存逐专业字段读数、OCR原文、人工记录或登录态。,先回第19期PDF原页和湖北官方侧核计划数冲突，再用高校源解释差异。
